Total:,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,GEO_ID
616,0,0,0,0,0,0,0,0,0,0,0,0,39,32,0,74,43,47,93,127,161,0,0,0,1500000US261635404002
310,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,142,18,18,41,2,19,31,0,0,1500000US261635404003
598,0,0,0,0,0,0,0,0,0,0,6,43,14,38,0,290,11,78,44,45,11,5,0,13,1500000US261635404004
947,0,0,0,0,0,0,0,0,0,0,13,10,0,23,34,202,28,84,232,107,131,52,22,9,1500000US261635405001
436,0,0,0,0,0,0,0,0,0,0,41,64,12,19,23,184,24,28,10,11,0,20,0,0,1500000US261635405002
512,34,0,0,0,0,0,0,0,0,0,0,0,13,0,0,136,67,13,137,47,47,9,9,0,1500000US261635405003
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,146,76,33,99,30,0,0,0,0,1500000US261635405004
736,0,0,0,0,0,0,0,0,0,0,23,0,0,23,30,458,9,0,59,134,0,0,0,0,1500000US261635406001
412,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,95,37,41,85,77,8,0,32,0,1500000US261635406002
599,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,141,29,47,212,36,56,46,16,0,1500000US261635406003
583,0,0,0,0,0,12,0,0,0,0,0,0,0,21,81,96,29,47,154,11,55,77,0,0,1500000US261635406004
192,8,0,0,0,0,0,0,0,13,0,0,0,0,43,21,37,0,15,42,0,13,0,0,0,1500000US261635407001
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,91,38,23,100,0,7,5,0,0,1500000US261635407002
743,0,0,0,0,0,0,0,0,0,0,7,18,58,71,0,190,39,0,187,89,66,18,0,0,1500000US261635407003
896,8,0,0,0,0,0,0,0,0,0,0,18,11,10,60,154,80,115,309,54,28,49,0,0,1500000US261635407004
557,0,0,0,0,0,0,0,0,0,0,7,1,8,12,31,72,30,9,195,26,85,81,0,0,1500000US261635408001
1040,31,0,0,0,0,0,0,0,0,10,25,0,39,0,22,323,96,53,191,101,86,63,0,0,1500000US261635408002
701,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,125,90,24,152,3,210,24,0,8,1500000US261635409001
646,0,0,0,0,0,0,0,0,0,0,0,9,8,0,28,118,18,90,204,26,79,66,0,0,1500000US261635409002
422,0,0,0,0,0,0,0,0,27,0,0,13,67,0,0,138,1,21,41,75,39,0,0,0,1500000US261635409003
544,0,0,0,0,0,0,0,0,0,3,0,0,37,35,11,159,7,37,92,38,111,14,0,0,1500000US261635409004
858,32,0,0,0,0,0,0,0,0,21,0,43,13,94,17,225,77,18,215,87,16,0,0,0,1500000US261635410001
1114,0,0,0,0,0,0,0,0,0,0,14,0,9,54,0,189,28,58,347,179,171,51,0,14,1500000US261635410002
637,21,0,0,0,0,0,0,0,0,0,0,0,28,96,11,226,39,35,41,15,27,98,0,0,1500000US261635410003
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40,10,13,166,82,43,0,0,0,1500000US261635411001
272,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,99,0,30,107,0,0,0,0,0,1500000US261635411002
247,0,0,0,0,0,0,0,0,0,0,0,0,12,43,0,65,24,12,80,0,0,11,0,0,1500000US261635411003
518,0,0,0,0,0,0,0,0,0,0,0,28,40,0,43,73,48,45,90,65,41,45,0,0,1500000US261635411004
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,72,0,44,0,0,0,0,0,1500000US261635411005
297,0,0,0,0,0,0,0,5,0,0,16,0,26,80,46,78,0,6,15,0,8,0,17,0,1500000US261635412001
685,0,0,0,0,0,0,0,0,0,30,0,0,13,63,0,193,38,41,159,73,23,52,0,0,1500000US261635412002
226,0,0,0,0,0,0,0,0,0,0,0,0,24,41,0,59,14,0,18,10,60,0,0,0,1500000US261635412003
304,0,0,0,0,0,0,0,0,0,0,0,31,26,52,34,18,16,11,73,12,20,0,11,0,1500000US261635412004
628,16,0,0,0,0,21,0,0,0,0,0,0,5,19,7,161,48,57,112,124,43,0,15,0,1500000US261635413001
671,23,0,0,0,0,0,0,0,0,0,0,9,23,0,13,183,77,82,115,43,64,31,8,0,1500000US261635413002
569,1,0,0,0,0,0,0,0,0,21,7,8,27,39,12,132,43,0,198,42,18,21,0,0,1500000US261635413003
369,13,0,0,0,0,0,0,0,0,5,7,0,0,5,23,148,14,13,56,46,39,0,0,0,1500000US261635414001
639,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,122,7,19,169,94,121,67,4,0,1500000US261635414002
796,4,0,0,0,0,0,0,3,3,8,13,34,35,13,5,206,65,24,251,94,24,14,0,0,1500000US261635414003
596,0,0,0,0,0,0,0,0,5,0,0,5,24,17,15,119,127,49,105,33,64,33,0,0,1500000US261635415001
680,0,0,0,0,0,0,0,0,0,0,15,33,0,11,56,230,15,18,70,140,81,11,0,0,1500000US261635415002
427,23,0,0,0,0,0,0,0,0,0,0,0,12,0,0,41,57,0,134,61,64,24,11,0,1500000US261635415003
1145,1,0,0,0,0,0,0,0,0,0,12,45,1,0,12,281,24,61,419,33,117,139,0,0,1500000US261635415004
486,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,139,4,50,171,43,38,20,0,0,1500000US261635417001
1342,0,0,0,0,0,0,0,23,11,0,31,75,62,0,14,342,102,95,288,123,169,0,0,7,1500000US261635417002
890,11,23,0,0,0,0,0,0,0,20,31,36,26,52,8,192,88,56,213,62,53,19,0,0,1500000US261635418001
942,12,0,0,0,0,0,0,0,0,0,0,0,64,0,0,259,41,72,293,96,0,60,45,0,1500000US261635418002
809,0,0,0,0,0,0,0,0,0,0,0,9,115,12,59,176,141,58,124,108,0,7,0,0,1500000US261635421001
452,19,8,0,0,0,0,1,0,0,0,0,0,0,50,0,137,21,23,104,53,26,10,0,0,1500000US261635421002
457,0,0,0,0,0,0,0,9,0,0,0,0,20,0,0,185,36,35,53,68,51,0,0,0,1500000US261635421003
394,0,0,0,0,0,0,0,0,0,0,0,13,0,34,24,27,81,24,65,37,79,10,0,0,1500000US261635421004
747,7,0,0,0,0,0,0,0,9,0,0,28,12,44,46,269,7,49,151,29,42,43,11,0,1500000US261635421005
325,16,0,0,0,0,0,0,0,0,0,0,0,17,9,0,29,9,72,44,74,45,10,0,0,1500000US261635421006
442,0,0,0,0,0,0,0,0,10,0,0,8,36,18,0,134,20,73,57,86,0,0,0,0,1500000US261635422001
581,0,0,0,0,0,0,0,0,19,0,38,51,0,10,0,248,34,21,109,10,29,12,0,0,1500000US261635422002
315,14,0,0,0,0,0,0,0,0,0,0,0,15,0,0,80,0,57,68,0,22,44,15,0,1500000US261635422003
546,22,0,0,0,0,0,0,0,0,0,0,10,21,0,20,134,91,0,103,66,13,56,0,10,1500000US261635422004
406,0,0,0,0,0,0,0,0,0,0,0,0,1,67,41,82,15,39,27,45,47,22,20,0,1500000US261635422005
562,15,0,0,0,0,0,0,0,0,0,42,0,28,22,12,162,40,82,59,32,27,37,4,0,1500000US261635423001
372,0,0,0,0,0,0,0,4,0,0,0,0,12,50,5,35,18,71,120,32,10,15,0,0,1500000US261635423002
520,9,0,0,0,0,0,0,0,0,0,0,0,67,52,0,84,82,40,48,33,60,45,0,0,1500000US261635423003
381,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,108,20,90,25,43,63,13,0,0,1500000US261635424001
623,11,0,0,0,0,0,0,0,0,0,7,0,18,29,10,207,6,53,165,66,24,21,6,0,1500000US261635424002
714,0,0,0,0,0,0,0,0,0,0,0,5,6,44,0,190,82,41,187,106,28,25,0,0,1500000US261635424003
654,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7,95,41,37,178,72,103,63,7,0,1500000US261635425001
492,20,0,0,0,0,0,0,0,0,0,0,0,0,21,0,180,43,48,96,64,14,6,0,0,1500000US261635425002
566,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,106,24,114,111,44,55,36,20,23,1500000US261635425003
671,63,0,0,0,0,0,49,0,0,0,0,0,0,0,49,145,16,60,133,95,20,41,0,0,1500000US261635426001
565,11,0,0,0,0,0,0,0,0,0,7,0,0,0,9,161,41,47,166,15,98,10,0,0,1500000US261635426002
467,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,61,16,102,67,65,22,0,0,1500000US261635426003
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,118,21,0,81,9,73,0,0,0,1500000US261635426004
557,0,0,0,0,0,0,0,5,0,0,0,35,0,25,10,153,51,36,133,72,37,0,0,0,1500000US261635427001
481,10,0,0,0,0,0,0,0,0,0,0,3,0,8,6,66,2,45,85,10,127,105,8,6,1500000US261635428001
804,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,145,37,129,182,77,70,135,14,8,1500000US261635428002
636,0,0,0,0,0,0,0,0,0,0,5,0,56,24,6,126,37,100,103,51,63,59,6,0,1500000US261635428003
561,17,0,0,0,0,0,0,0,0,0,0,0,14,0,6,53,106,25,178,40,27,53,27,15,1500000US261635429001
615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,244,111,144,27,14,11,1500000US261635429002
846,0,0,0,0,0,0,31,0,0,0,0,0,0,0,11,109,0,79,161,0,319,113,0,23,1500000US261635429003
821,0,0,0,0,0,0,0,0,0,0,0,0,8,89,0,35,54,87,195,24,176,141,0,12,1500000US261635429004
861,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,24,28,216,66,130,168,36,41,1500000US261635430001
515,1,0,0,0,0,0,0,0,0,0,9,0,15,0,0,47,16,24,139,44,134,62,12,12,1500000US261635430002
823,0,0,0,0,0,0,0,0,1,0,1,0,0,21,7,69,7,103,167,85,134,147,33,48,1500000US261635431001
850,7,0,0,0,0,0,0,0,0,0,0,0,7,28,0,145,33,30,326,66,37,150,12,9,1500000US261635431002
784,9,0,0,0,0,0,0,0,0,0,0,0,52,35,56,101,50,51,174,60,164,24,0,8,1500000US261635432001
290,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,65,0,9,108,0,39,19,0,0,1500000US261635432002
770,0,0,0,0,0,0,0,0,0,0,0,1,35,46,28,79,100,94,163,60,67,97,0,0,1500000US261635432003
844,0,0,0,0,0,0,0,0,0,0,0,0,33,61,0,51,38,48,252,103,145,100,13,0,1500000US261635434001
853,12,0,0,0,0,0,0,0,0,0,0,14,0,122,0,145,29,51,106,174,83,90,27,0,1500000US261635434002
605,16,0,0,0,0,0,0,0,0,0,0,0,15,22,0,95,47,70,32,132,114,62,0,0,1500000US261635434003
271,0,0,0,0,0,0,0,0,7,0,0,0,35,18,0,42,19,11,106,18,0,6,9,0,1500000US261635435001
259,9,0,0,0,0,0,0,0,0,0,0,8,10,0,8,116,18,0,65,0,25,0,0,0,1500000US261635435002
156,0,0,0,0,0,0,0,0,0,0,0,0,0,48,17,30,28,0,10,23,0,0,0,0,1500000US261635436001
328,42,0,0,0,0,0,0,0,0,0,19,0,0,23,26,14,42,27,89,21,20,0,0,5,1500000US261635436002
179,0,0,0,0,0,0,0,0,0,0,0,19,7,13,17,23,18,0,43,33,6,0,0,0,1500000US261635436003
117,9,0,0,0,0,0,0,0,0,0,0,0,20,24,13,51,0,0,0,0,0,0,0,0,1500000US261635437001
763,0,0,0,0,0,14,6,0,9,0,6,15,56,103,6,215,94,29,144,6,17,43,0,0,1500000US261635437002
325,7,0,0,0,0,0,0,0,0,0,0,0,0,12,29,15,103,14,70,38,31,0,6,0,1500000US261635437003
309,18,0,0,0,0,0,0,0,20,1,0,2,1,0,0,79,18,27,77,11,36,19,0,0,1500000US261635438001
204,0,0,0,0,0,0,0,0,0,0,0,8,17,46,0,55,18,17,16,0,0,0,10,17,1500000US261635438002
402,25,0,0,0,0,0,0,0,0,0,16,8,11,25,33,146,41,11,79,0,0,7,0,0,1500000US261635439001
168,7,0,0,0,0,1,0,0,0,0,0,0,1,8,26,24,48,8,5,40,0,0,0,0,1500000US261635439002
781,11,0,0,0,0,15,0,20,0,0,0,19,41,69,8,231,33,66,137,62,44,25,0,0,1500000US261635440001
1053,7,0,0,0,0,0,0,30,0,16,0,31,8,55,16,269,49,80,298,59,92,35,8,0,1500000US261635440002
465,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,153,72,22,71,77,31,27,0,0,1500000US261635441001
526,0,0,0,0,0,0,0,0,0,0,26,0,10,14,8,202,7,24,123,18,70,5,7,12,1500000US261635441002
446,24,0,0,0,0,0,0,0,0,0,0,0,0,0,13,157,28,0,112,68,44,0,0,0,1500000US261635441003
386,15,0,0,0,0,0,0,0,0,0,0,13,23,28,16,88,33,25,65,41,0,31,0,8,1500000US261635442001
533,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,260,90,12,168,0,0,0,0,0,1500000US261635442002
272,0,0,0,0,0,0,0,0,0,0,7,13,20,0,18,60,5,58,47,21,23,0,0,0,1500000US261635442003
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,22,23,0,15,10,0,0,1500000US261635443001
347,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,23,88,9,182,13,9,0,0,0,1500000US261635443002
799,1,0,0,0,0,0,0,0,0,0,23,12,47,25,11,194,99,31,133,165,37,21,0,0,1500000US261635443003
194,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,89,34,5,14,40,0,0,0,0,1500000US261635451001
211,0,0,0,0,0,0,18,0,0,0,0,0,12,26,0,78,6,7,36,13,15,0,0,0,1500000US261635451002
186,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,72,28,0,43,0,15,0,0,0,1500000US261635451003
246,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,98,0,0,86,0,0,0,0,9,1500000US261635452001
557,42,0,0,0,0,0,0,0,0,0,33,0,1,30,42,156,38,30,175,10,0,0,0,0,1500000US261635452002
377,13,0,0,0,0,0,0,0,0,0,0,14,44,7,67,69,11,49,63,16,6,18,0,0,1500000US261635452003
470,20,0,0,0,0,0,0,0,0,0,0,0,0,17,60,116,39,79,57,43,0,39,0,0,1500000US261635452004
390,0,0,0,0,0,0,0,0,8,0,7,7,32,41,47,107,38,10,43,17,25,8,0,0,1500000US261635453001
393,0,0,0,0,0,0,13,9,13,0,0,0,0,0,28,142,73,51,59,5,0,0,0,0,1500000US261635453002
555,8,0,0,0,0,0,0,0,0,0,46,33,19,54,19,133,35,50,32,43,51,22,0,10,1500000US261635453003
923,6,0,0,0,0,0,0,0,19,0,0,0,0,49,28,354,59,73,156,86,52,27,14,0,1500000US261635454001
376,0,0,0,0,0,0,0,24,33,0,31,7,0,0,0,141,0,36,17,21,0,51,15,0,1500000US261635455001
477,54,0,0,0,0,0,0,0,0,0,0,0,30,38,78,24,49,20,99,24,25,0,36,0,1500000US261635455002
317,27,0,0,0,0,0,0,0,0,0,0,0,0,46,30,95,0,32,87,0,0,0,0,0,1500000US261635455003
512,0,0,0,0,0,7,0,0,0,0,9,0,0,52,0,216,0,12,66,83,58,9,0,0,1500000US261635455004
360,0,0,0,0,0,0,45,0,0,0,0,0,0,25,0,150,5,11,102,0,16,6,0,0,1500000US261635455005
257,32,0,0,0,0,0,0,10,0,11,0,0,20,15,0,61,62,15,14,10,7,0,0,0,1500000US261635455006
707,47,0,0,0,0,0,23,0,0,0,10,0,0,13,14,241,65,29,78,62,99,18,0,8,1500000US261635456001
488,65,0,0,0,0,0,21,0,0,0,33,0,0,23,0,108,69,13,72,0,73,11,0,0,1500000US261635456002
658,64,0,0,0,0,0,0,31,0,11,63,18,10,35,68,142,0,21,84,37,53,21,0,0,1500000US261635456003
645,93,0,0,0,0,0,0,0,0,0,0,0,9,39,0,172,10,0,233,10,51,28,0,0,1500000US261635456004
480,9,0,0,0,0,0,0,0,9,0,50,0,0,0,26,150,0,9,68,64,95,0,0,0,1500000US261635456005
989,9,0,0,0,0,0,0,0,36,0,42,13,48,129,19,164,113,19,218,73,74,32,0,0,1500000US261635457001
816,12,0,0,0,15,0,6,0,18,0,7,25,38,38,22,212,68,10,123,86,115,21,0,0,1500000US261635457002
448,17,0,0,0,0,0,0,0,0,0,7,6,22,34,27,105,84,0,99,40,7,0,0,0,1500000US261635458001
586,0,0,0,0,0,0,0,0,80,0,0,15,13,31,86,79,0,40,150,0,92,0,0,0,1500000US261635458002
617,23,0,0,0,0,0,0,28,27,0,0,0,20,0,34,204,40,39,70,69,39,24,0,0,1500000US261635458003
551,20,0,0,0,0,29,0,0,23,0,0,20,33,23,20,150,46,14,144,10,0,19,0,0,1500000US261635458004
654,104,0,0,0,0,0,0,0,34,0,0,20,3,28,0,143,41,13,147,72,49,0,0,0,1500000US261635458005
683,17,0,0,0,0,0,0,0,0,0,15,0,32,27,41,164,49,18,172,33,74,26,15,0,1500000US261635459001
256,0,0,0,0,0,0,0,0,0,0,0,0,13,27,0,60,16,11,76,30,0,12,11,0,1500000US261635459002
227,12,0,0,0,0,0,0,0,0,0,0,0,11,0,0,105,12,10,62,13,1,1,0,0,1500000US261635459003
313,0,0,0,0,0,0,0,0,0,0,9,0,24,25,0,73,46,11,50,41,34,0,0,0,1500000US261635459004
774,0,0,0,0,0,0,0,0,0,0,0,0,0,66,69,193,83,35,213,83,21,11,0,0,1500000US261635459005
321,16,0,0,0,0,0,0,28,0,0,0,19,0,15,35,79,17,17,64,15,0,16,0,0,1500000US261635460001
250,17,0,0,0,0,0,0,0,0,0,0,0,0,44,13,41,46,0,38,11,29,11,0,0,1500000US261635460002
288,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,85,35,0,98,24,9,0,0,0,1500000US261635460003
281,0,0,0,0,0,0,0,0,0,0,0,12,9,35,15,111,26,0,73,0,0,0,0,0,1500000US261635460004
676,0,0,0,0,0,0,0,20,0,12,57,18,11,33,0,145,71,85,101,108,0,15,0,0,1500000US261635460005
204,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,58,0,29,86,0,0,0,0,0,1500000US261635461001
661,0,0,0,0,0,0,0,0,0,0,0,30,0,36,21,105,64,25,282,50,48,0,0,0,1500000US261635461002
539,0,0,0,0,0,0,0,0,13,0,0,14,48,112,32,107,40,49,56,40,28,0,0,0,1500000US261635461003
530,0,0,0,0,0,0,0,0,0,0,10,0,72,0,0,137,122,72,79,13,25,0,0,0,1500000US261635461004
319,0,0,0,0,0,0,0,0,0,0,0,0,72,78,0,95,37,0,12,0,25,0,0,0,1500000US261635461005
479,15,0,0,0,0,0,0,0,0,0,0,0,16,63,0,174,13,28,107,0,26,37,0,0,1500000US261635462001
413,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,25,0,126,23,77,20,0,0,1500000US261635462002
459,0,0,0,0,0,0,0,0,1,0,31,1,0,0,0,56,25,24,121,103,55,31,11,0,1500000US261635462003
531,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,186,12,36,106,41,36,70,0,0,1500000US261635462004
586,0,0,0,0,0,0,0,0,0,17,0,0,0,13,10,256,0,23,120,22,100,25,0,0,1500000US261635463001
715,0,0,0,0,0,0,0,14,0,0,0,0,0,47,91,168,14,69,93,86,103,30,0,0,1500000US261635463002
202,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,51,51,0,47,8,18,0,0,0,1500000US261635464001
457,11,0,0,0,0,0,0,11,0,0,0,35,0,40,9,153,73,31,56,31,7,0,0,0,1500000US261635464002
817,0,0,0,0,0,0,0,8,10,0,0,6,82,76,26,274,52,19,169,38,33,24,0,0,1500000US261635465001
774,5,0,0,0,0,0,0,0,7,0,7,0,0,55,14,231,64,49,190,69,43,40,0,0,1500000US261635465002
355,6,0,0,0,0,0,0,0,0,0,0,12,14,13,0,81,7,37,116,31,38,0,0,0,1500000US261635466001
561,14,0,0,0,0,0,0,0,0,0,0,0,0,61,96,141,87,40,41,69,5,7,0,0,1500000US261635466002
326,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,140,73,0,57,25,5,0,0,0,1500000US261635466003
99,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,13,8,14,25,13,0,0,1500000US261635467001
202,0,0,0,0,0,0,0,0,0,0,0,0,20,0,12,65,37,25,0,33,10,0,0,0,1500000US261635467002
513,14,0,0,0,0,0,0,0,0,0,0,0,0,45,12,62,49,92,149,42,22,26,0,0,1500000US261635467003
618,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,235,69,0,81,131,45,30,0,0,1500000US261635467004
544,17,0,0,0,33,0,0,0,0,0,0,0,0,15,0,123,0,70,109,49,47,81,0,0,1500000US261635467005
232,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,14,0,63,29,98,0,0,0,0,1500000US261635468001
301,0,0,0,0,0,0,0,0,0,0,0,7,33,47,11,34,38,27,40,57,0,7,0,0,1500000US261635468002
1353,30,0,0,0,0,0,0,0,0,0,0,0,17,88,73,528,30,84,197,101,119,86,0,0,1500000US261635468003
483,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,117,11,15,154,13,85,25,0,0,1500000US261635468004
685,17,0,0,0,0,0,0,0,0,0,9,0,0,35,36,195,59,101,63,56,97,6,11,0,1500000US261635469001
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,36,46,123,121,72,13,1500000US261635501001
554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,18,61,26,197,100,127,9,1500000US261635501002
368,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,80,0,47,20,20,128,55,0,9,1500000US261635501003
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,18,28,42,178,80,80,31,1500000US261635501004
1036,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,12,11,174,97,340,190,107,22,1500000US261635501005
978,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,110,8,54,131,115,313,137,74,28,1500000US261635502001
953,0,0,0,0,0,0,0,0,9,0,27,0,0,21,0,35,7,63,47,119,297,164,122,42,1500000US261635502002
932,0,0,0,0,0,0,0,0,0,0,0,12,9,0,10,104,0,48,130,74,345,134,59,7,1500000US261635502003
960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44,0,19,145,73,338,187,105,39,1500000US261635503001
1328,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,65,6,55,131,54,315,485,181,31,1500000US261635503002
534,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,18,24,21,78,34,156,126,39,15,1500000US261635504001
620,0,0,0,0,0,0,0,0,0,0,17,0,8,0,0,11,11,22,69,19,300,110,36,17,1500000US261635504002
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,29,58,30,175,203,37,33,1500000US261635505001
953,0,0,0,0,0,0,0,0,0,14,0,0,0,8,0,52,18,29,109,32,295,281,105,10,1500000US261635505002
859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,146,42,341,124,121,15,1500000US261635505003
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,15,25,179,87,71,14,1500000US261635506001
736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,6,16,42,12,325,191,84,16,1500000US261635506002
429,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28,0,3,43,8,208,69,47,19,1500000US261635506003
734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,97,32,184,272,37,33,1500000US261635507001
498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,24,246,119,3,19,1500000US261635507002
455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,15,25,59,14,137,81,34,42,1500000US261635507003
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,14,94,0,151,35,36,0,1500000US261635507004
609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,27,124,26,289,64,40,0,1500000US261635507005
909,0,0,0,0,0,0,0,0,0,0,4,0,47,13,0,57,6,12,43,11,386,151,144,35,1500000US261635507006
598,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,13,49,10,225,181,89,11,1500000US261635508001
541,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,26,75,38,202,112,27,5,1500000US261635508002
712,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,32,0,48,127,64,150,139,107,27,1500000US261635509001
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,43,51,24,102,136,202,8,1500000US261635509002
672,12,0,0,0,0,0,0,0,0,0,0,11,0,0,6,96,15,14,44,26,190,53,134,71,1500000US261635509003
939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,21,73,97,334,182,153,9,1500000US261635511001
988,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,116,11,44,117,36,272,184,133,59,1500000US261635511002
999,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,88,0,44,147,63,357,179,77,23,1500000US261635511003
852,22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,70,9,24,92,35,348,151,63,30,1500000US261635511004
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,24,39,92,35,189,71,8,0,1500000US261635512001
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,32,69,32,113,57,8,0,1500000US261635512002
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,29,99,106,117,128,9,0,1500000US261635512003
710,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,9,30,61,94,269,159,14,6,1500000US261635512004
515,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,60,0,26,56,39,233,74,9,9,1500000US261635512005
317,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,51,25,20,94,26,20,57,15,0,1500000US261635513001
473,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,170,0,47,43,32,74,50,0,33,1500000US261635513002
1101,0,0,0,0,0,0,0,0,9,0,8,10,21,35,7,240,0,105,191,77,263,115,20,0,1500000US261635513003
787,14,0,0,0,0,0,0,0,0,0,8,21,23,28,26,187,42,43,106,104,89,51,22,23,1500000US261635513004
677,0,0,0,0,0,0,0,0,0,10,9,0,10,11,27,255,23,43,115,21,74,79,0,0,1500000US261635514001
724,7,0,0,0,0,0,0,0,0,0,0,79,0,10,35,125,11,104,108,78,91,47,21,8,1500000US261635514002
637,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,223,39,37,148,54,87,32,0,9,1500000US261635514003
622,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,103,114,17,183,43,83,61,9,0,1500000US261635514004
654,18,0,0,0,0,0,0,0,0,0,0,0,5,18,17,173,16,46,133,82,107,37,2,0,1500000US261635515001
985,20,0,0,19,0,0,0,0,0,0,31,0,24,9,20,294,29,62,201,40,142,84,10,0,1500000US261635515002
858,6,0,0,0,0,0,0,0,0,0,0,0,0,93,22,266,78,106,113,99,44,31,0,0,1500000US261635516001
859,9,0,0,0,0,0,0,0,0,0,0,19,0,0,40,211,24,52,240,141,77,30,16,0,1500000US261635516002
524,0,0,0,0,0,0,0,0,0,0,0,7,13,0,36,95,73,31,100,81,46,42,0,0,1500000US261635516003
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,13,0,71,24,235,149,53,52,1500000US261635517001
952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,58,0,58,114,58,402,158,45,30,1500000US261635517002
771,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,42,79,44,311,138,76,16,1500000US261635517003
690,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,67,11,26,75,59,292,100,41,9,1500000US261635518001
