Total:,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,GEO_ID
512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,8,46,126,17,153,27,0,13,1500000US261635638002
1623,17,0,0,0,0,0,0,0,5,0,0,0,5,4,5,259,54,154,203,124,444,264,36,49,1500000US261635639001
252,16,0,0,0,0,0,0,0,0,0,0,8,28,39,8,82,9,7,16,23,8,8,0,0,1500000US261635640001
1135,0,0,0,0,0,0,0,0,8,0,0,0,50,0,29,188,29,82,202,79,294,131,30,13,1500000US261635640002
1032,16,0,0,0,0,0,0,0,0,0,0,0,0,0,13,158,0,33,101,186,343,150,26,6,1500000US261635641001
751,0,0,0,0,0,0,0,22,0,0,0,0,17,9,9,167,0,29,132,107,190,61,8,0,1500000US261635641002
1460,21,0,0,0,0,0,0,16,7,0,0,11,52,36,95,201,46,14,261,149,311,159,33,48,1500000US261635641003
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,29,45,57,152,100,0,0,1500000US261635642001
1396,84,0,0,0,0,20,0,0,0,0,13,0,19,0,21,195,20,74,186,130,341,207,36,50,1500000US261635642002
800,0,0,0,0,0,24,0,0,15,0,7,7,0,0,21,127,23,39,128,57,246,68,38,0,1500000US261635642003
1197,24,0,0,0,0,0,0,0,0,0,0,0,0,26,47,203,28,111,128,74,394,138,24,0,1500000US261635643001
636,0,0,0,0,0,0,0,0,0,1,0,0,3,1,14,102,18,43,72,46,180,111,29,16,1500000US261635643002
2649,46,0,0,0,0,0,0,0,0,12,0,0,0,0,0,280,42,84,223,206,830,672,168,86,1500000US261635644011
837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,21,24,95,73,176,281,11,57,1500000US261635644012
3405,49,0,0,0,0,0,0,0,0,0,0,0,33,13,0,183,16,192,288,200,1264,780,274,113,1500000US261635644021
3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,128,56,37,226,287,1119,1020,84,194,1500000US261635645011
1393,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,172,26,50,130,192,468,272,53,20,1500000US261635645021
1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,166,10,17,126,72,319,383,70,96,1500000US261635645022
1267,41,0,0,0,0,0,0,0,0,11,0,0,0,27,26,131,18,127,107,191,394,171,12,11,1500000US261635645031
1218,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,174,20,30,149,98,401,281,42,12,1500000US261635645032
4985,34,0,0,0,0,0,0,13,0,12,27,0,128,125,0,548,157,228,689,305,1113,1326,184,96,1500000US261635645041
964,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,130,18,148,155,122,241,96,0,0,1500000US261635646001
1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,0,30,123,62,478,256,36,18,1500000US261635646002
2230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,422,37,54,147,131,759,595,37,16,1500000US261635646003
1462,49,0,0,0,0,0,0,0,0,0,0,0,18,10,20,204,33,144,245,86,347,270,36,0,1500000US261635647001
1479,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,163,0,108,226,209,411,291,34,19,1500000US261635647002
713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,6,55,103,46,130,83,124,48,1500000US261635648001
1887,22,0,0,0,0,0,0,0,0,0,0,9,20,0,39,314,58,49,245,121,574,371,49,16,1500000US261635648002
854,14,0,0,0,0,0,0,0,0,0,9,8,0,1,13,106,13,73,121,92,267,110,9,18,1500000US261635648003
1096,7,0,0,0,0,0,0,0,0,0,6,54,66,35,35,243,105,86,187,143,97,29,3,0,1500000US261635649001
940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,47,121,78,294,216,56,17,1500000US261635650001
920,10,0,0,0,0,0,0,0,0,0,12,0,0,22,18,99,0,57,121,90,338,97,56,0,1500000US261635650002
1687,9,0,0,0,0,0,0,7,0,0,13,0,21,0,55,380,25,108,199,133,425,227,62,23,1500000US261635650003
827,8,0,0,0,0,6,0,0,0,0,0,12,0,27,10,294,22,61,182,99,79,27,0,0,1500000US261635651001
1558,0,0,0,0,0,0,0,27,33,0,16,8,36,36,26,275,66,103,213,189,317,206,7,0,1500000US261635651002
2324,0,0,0,0,0,0,0,0,0,0,4,8,18,61,60,457,121,198,390,294,374,328,11,0,1500000US261635652001
902,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,285,23,30,103,194,140,69,0,8,1500000US261635652002
755,13,0,0,0,0,0,0,0,0,0,23,0,21,15,0,83,0,63,206,118,157,56,0,0,1500000US261635652003
1552,0,0,0,0,0,0,0,0,0,0,0,0,0,73,47,197,49,155,283,241,374,133,0,0,1500000US261635653001
1331,33,0,0,0,0,0,0,0,0,0,0,68,81,27,40,318,20,124,363,48,177,0,0,32,1500000US261635653002
1298,30,0,0,0,0,0,0,0,0,0,0,0,26,10,0,211,37,115,180,49,393,192,0,55,1500000US261635653003
919,6,0,0,0,0,0,0,0,0,0,13,16,0,0,35,240,39,66,178,107,163,56,0,0,1500000US261635656001
576,0,0,0,0,0,0,0,0,0,0,0,0,12,6,5,98,26,49,126,58,151,45,0,0,1500000US261635656002
1199,4,0,15,0,0,0,0,0,0,0,0,0,35,0,22,214,14,156,243,50,232,187,11,16,1500000US261635657001
1093,2,0,0,0,0,0,0,0,0,0,40,1,36,33,38,287,41,129,170,145,79,68,24,0,1500000US261635657002
1037,19,0,8,0,0,0,0,0,0,0,0,0,45,0,23,390,39,58,244,82,72,57,0,0,1500000US261635658001
1058,13,0,0,0,0,0,0,0,0,0,6,0,20,22,40,381,30,164,191,98,73,20,0,0,1500000US261635658002
555,0,0,0,0,0,0,0,0,0,11,9,9,26,9,14,238,8,48,55,0,78,50,0,0,1500000US261635658003
1178,8,0,0,0,0,0,0,0,34,0,0,0,0,18,7,280,26,84,283,161,160,117,0,0,1500000US261635659001
632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,171,16,16,152,44,142,35,7,0,1500000US261635659002
380,5,0,0,0,0,0,0,0,0,0,0,12,16,0,41,81,13,44,91,20,30,27,0,0,1500000US261635664001
312,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,85,39,63,45,52,8,0,0,0,1500000US261635664002
721,24,0,0,0,0,0,0,0,28,10,0,0,9,39,51,241,12,83,53,100,68,3,0,0,1500000US261635665001
1014,17,0,0,0,0,0,0,0,0,0,0,10,36,8,18,264,70,86,168,140,138,49,10,0,1500000US261635665002
435,3,0,0,0,0,0,0,0,0,0,0,6,23,5,0,178,29,31,44,42,61,13,0,0,1500000US261635666001
955,6,0,0,0,0,0,0,0,0,0,5,1,7,9,6,155,48,120,158,109,204,115,7,5,1500000US261635666002
415,29,0,0,0,0,0,0,0,0,6,12,6,21,18,43,83,41,29,73,28,26,0,0,0,1500000US261635667001
1039,28,0,0,0,0,0,0,0,0,9,54,27,102,32,15,307,105,103,142,64,40,11,0,0,1500000US261635667002
1107,32,0,0,0,0,0,0,0,0,0,0,8,0,12,10,432,79,112,151,142,101,28,0,0,1500000US261635667003
687,11,0,0,0,0,0,0,0,0,5,0,21,12,10,0,205,46,63,116,89,79,30,0,0,1500000US261635668001
528,0,0,0,0,0,0,0,0,0,0,11,1,3,16,0,181,26,35,148,32,75,0,0,0,1500000US261635668002
752,8,0,0,0,0,0,0,0,0,0,3,40,18,42,16,280,34,34,174,26,58,11,8,0,1500000US261635668003
784,11,0,0,0,1,0,0,0,1,0,28,0,25,35,16,215,68,48,180,84,61,11,0,0,1500000US261635669001
759,42,0,0,0,0,0,0,0,0,0,0,0,29,18,0,197,92,9,232,69,50,21,0,0,1500000US261635669002
724,0,0,0,0,0,0,0,0,0,0,0,0,17,17,20,318,41,44,102,112,42,0,11,0,1500000US261635669003
1013,33,0,0,0,0,0,0,0,0,13,0,6,6,30,33,315,75,114,158,107,91,32,0,0,1500000US261635669004
944,7,0,0,0,0,0,0,0,0,10,32,32,55,21,40,344,83,34,190,29,56,11,0,0,1500000US261635670001
881,0,0,0,0,0,0,0,0,8,0,0,12,0,9,29,181,26,61,252,125,52,126,0,0,1500000US261635670002
537,0,0,0,0,0,0,0,0,11,0,8,11,0,16,51,239,15,15,59,16,8,88,0,0,1500000US261635670003
807,17,0,0,0,0,0,9,11,0,16,9,0,23,38,29,250,71,44,85,34,122,33,7,9,1500000US261635671001
1016,17,0,0,0,0,0,0,0,0,0,17,0,37,13,0,174,51,117,207,180,146,57,0,0,1500000US261635671002
685,0,0,0,0,0,0,0,22,24,0,0,0,2,0,18,227,44,111,108,56,45,21,7,0,1500000US261635671003
992,10,0,0,0,0,0,0,0,0,0,0,9,12,17,59,239,63,54,123,140,183,83,0,0,1500000US261635672011
712,17,0,0,0,0,0,0,0,0,0,0,11,0,10,0,221,61,68,114,96,68,46,0,0,1500000US261635672012
662,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,62,49,148,90,139,38,0,13,1500000US261635672013
689,15,0,0,0,0,0,0,0,0,0,0,0,0,0,31,177,50,59,59,60,154,59,13,12,1500000US261635672021
1229,1,0,0,0,0,0,0,0,0,8,0,0,0,50,12,221,38,124,184,176,288,104,23,0,1500000US261635672022
528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,167,21,75,80,71,64,11,0,10,1500000US261635673001
964,9,0,0,0,0,0,0,0,0,0,0,1,2,55,0,281,47,124,152,109,102,82,0,0,1500000US261635673002
651,0,0,0,0,0,0,0,0,9,0,0,9,0,12,7,155,27,56,87,75,178,36,0,0,1500000US261635673003
547,0,0,0,0,0,0,0,0,0,0,10,0,0,31,0,247,0,69,28,49,95,8,10,0,1500000US261635673004
512,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,176,28,29,42,56,134,27,0,0,1500000US261635673005
908,0,0,0,0,0,0,0,0,0,0,32,0,22,16,66,255,42,37,139,36,221,27,15,0,1500000US261635674001
1361,2,0,0,0,0,0,0,0,1,0,9,0,1,0,0,327,47,113,315,155,296,74,8,13,1500000US261635674002
921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,379,56,52,104,145,150,13,0,0,1500000US261635678001
1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,114,231,171,161,16,0,15,1500000US261635678002
410,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,134,0,23,0,106,100,14,0,0,1500000US261635678003
1167,0,16,0,0,0,20,0,0,16,0,0,18,14,0,37,351,26,196,203,32,157,81,0,0,1500000US261635678004
558,10,0,0,0,0,0,0,0,0,0,0,0,11,40,25,213,15,24,70,71,52,27,0,0,1500000US261635679001
449,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,232,0,65,39,18,84,0,0,0,1500000US261635679002
1258,0,0,0,0,0,0,0,0,0,11,7,0,11,29,42,414,91,72,190,119,187,65,20,0,1500000US261635679003
749,0,0,0,0,0,0,0,0,0,0,0,23,11,10,34,258,60,76,202,21,40,14,0,0,1500000US261635680001
958,10,0,0,0,0,0,0,12,0,0,0,40,0,0,51,204,61,105,142,109,181,35,0,8,1500000US261635680002
621,0,0,0,0,0,0,0,0,0,0,0,15,38,22,0,244,69,50,102,38,22,11,10,0,1500000US261635682001
1088,55,0,0,0,0,0,0,12,0,0,0,0,0,4,10,305,32,113,100,145,184,128,0,0,1500000US261635682002
1099,17,0,0,0,0,0,10,10,0,31,0,58,44,26,47,212,46,136,223,52,169,11,7,0,1500000US261635682003
327,0,0,0,0,0,0,0,0,0,0,12,5,1,55,0,93,30,33,55,23,10,10,0,0,1500000US261635683001
661,0,0,0,0,0,0,0,0,0,0,8,9,16,17,0,255,61,64,96,28,25,82,0,0,1500000US261635683002
709,0,0,0,0,0,0,0,0,0,0,17,0,19,0,9,160,23,69,166,78,158,10,0,0,1500000US261635683003
1030,19,0,0,0,0,0,0,0,0,0,56,0,11,74,73,246,77,58,199,44,94,69,10,0,1500000US261635683004
453,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,94,43,96,64,41,53,9,0,0,1500000US261635684001
420,0,0,0,0,0,0,0,0,0,0,9,0,0,3,20,126,70,69,87,24,0,12,0,0,1500000US261635684002
696,10,0,0,0,0,0,0,0,10,0,0,34,28,24,0,174,32,40,110,48,134,52,0,0,1500000US261635684003
1118,20,0,0,0,0,0,0,0,0,0,12,0,38,8,71,436,65,82,211,68,67,40,0,0,1500000US261635684004
660,17,0,16,0,0,0,0,0,0,0,0,20,25,36,6,335,51,39,70,0,35,10,0,0,1500000US261635685001
497,37,0,0,0,0,0,0,0,0,0,0,11,0,56,0,140,21,56,107,41,28,0,0,0,1500000US261635685002
670,16,0,0,0,0,0,0,0,0,0,10,0,9,34,33,226,76,64,143,43,16,0,0,0,1500000US261635685003
530,0,0,0,0,0,0,0,0,0,0,0,0,20,10,21,208,37,57,122,9,12,34,0,0,1500000US261635685004
849,0,0,0,0,0,0,0,0,0,0,7,0,9,18,9,205,32,0,150,109,153,157,0,0,1500000US261635687001
547,0,0,0,0,0,0,0,0,14,0,0,66,6,14,7,129,0,21,110,60,110,10,0,0,1500000US261635687002
475,10,0,0,0,0,0,0,0,0,0,0,0,60,23,9,72,39,85,46,61,43,22,5,0,1500000US261635687003
679,32,0,0,0,0,0,0,0,0,0,0,0,17,23,26,191,26,17,137,82,97,9,22,0,1500000US261635687004
503,18,0,0,0,0,0,0,0,0,25,49,35,9,0,9,172,27,7,13,61,78,0,0,0,1500000US261635688001
1753,0,0,0,0,5,0,0,0,0,0,0,32,41,21,39,466,168,205,294,64,266,140,12,0,1500000US261635688002
1145,7,0,0,0,0,0,0,0,23,0,31,3,17,54,40,345,35,91,196,77,118,108,0,0,1500000US261635689001
1003,0,0,0,0,0,0,0,0,5,6,10,43,21,36,20,294,45,83,140,55,197,30,0,18,1500000US261635689002
981,33,6,0,0,0,0,0,0,0,0,27,23,24,8,17,327,69,111,230,77,23,6,0,0,1500000US261635691001
746,12,0,0,0,0,0,0,0,0,0,10,4,6,10,8,240,42,82,119,58,108,9,0,38,1500000US261635691002
309,0,0,0,0,0,0,0,0,0,0,31,9,0,26,14,39,26,47,61,30,26,0,0,0,1500000US261635692001
619,0,0,0,0,0,2,0,0,0,0,0,17,20,0,9,194,33,30,147,131,22,8,6,0,1500000US261635692002
347,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,150,20,12,74,24,41,0,0,0,1500000US261635692003
546,9,0,0,0,0,0,0,0,0,0,8,25,55,24,8,154,67,60,91,9,27,9,0,0,1500000US261635692004
1354,0,0,0,0,0,0,0,0,0,10,52,24,23,20,17,433,40,91,278,208,89,59,10,0,1500000US261635693001
1332,8,0,0,0,0,7,0,0,31,8,0,19,9,0,29,557,73,125,152,127,141,46,0,0,1500000US261635693002
658,19,0,0,0,0,0,0,0,0,0,0,1,1,18,46,119,94,86,93,80,74,0,27,0,1500000US261635694001
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,8,48,32,75,19,7,7,0,1500000US261635694002
909,14,0,0,0,0,0,0,15,0,0,15,0,0,0,18,320,23,42,130,109,185,38,0,0,1500000US261635694003
1198,32,0,0,0,0,0,0,0,0,0,0,11,36,25,35,341,60,145,224,102,154,26,0,7,1500000US261635695001
722,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,372,18,116,61,63,25,44,0,0,1500000US261635695002
395,0,0,0,0,0,0,0,0,0,0,0,10,2,12,19,86,10,51,130,0,38,12,8,17,1500000US261635696001
749,0,0,0,0,0,0,0,0,0,0,11,0,13,56,35,263,52,79,81,57,93,0,9,0,1500000US261635696002
662,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,292,27,37,135,109,16,0,0,0,1500000US261635696003
603,0,0,0,0,0,0,0,0,0,0,0,0,31,28,0,173,36,59,181,23,72,0,0,0,1500000US261635696004
1086,0,0,0,0,0,7,0,0,0,0,0,0,7,53,82,296,71,70,268,144,43,45,0,0,1500000US261635697001
782,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,309,38,97,87,106,70,41,0,9,1500000US261635697002
551,0,0,0,0,0,0,0,15,0,0,0,0,38,50,53,78,73,60,94,12,70,0,8,0,1500000US261635697003
899,1,0,0,0,0,0,0,0,18,0,20,0,0,42,81,254,45,150,127,44,87,18,12,0,1500000US261635697004
577,11,0,0,0,0,0,0,0,0,0,13,0,7,5,5,166,57,94,113,27,28,31,0,20,1500000US261635698001
502,7,0,0,0,0,0,0,0,0,0,0,14,15,30,20,178,21,30,86,46,47,8,0,0,1500000US261635698002
504,23,6,0,0,0,0,0,0,0,0,0,0,21,8,22,134,50,38,77,38,57,20,10,0,1500000US261635698003
805,11,0,0,0,0,0,0,0,0,0,0,5,18,36,23,279,84,56,180,57,56,0,0,0,1500000US261635699001
902,32,0,0,0,0,0,0,7,0,0,4,25,33,35,45,175,27,99,227,99,40,48,3,3,1500000US261635699002
673,0,0,0,0,0,0,0,0,0,22,0,1,33,92,0,192,60,66,88,78,41,0,0,0,1500000US261635701001
801,0,0,0,0,0,13,0,0,0,0,0,0,0,24,0,223,56,37,106,134,163,45,0,0,1500000US261635701002
963,55,0,0,0,0,0,0,0,0,0,0,77,29,7,22,333,35,71,115,51,109,43,0,16,1500000US261635701003
523,0,0,0,0,0,0,0,0,0,4,3,0,11,57,0,220,10,14,108,42,33,21,0,0,1500000US261635702001
640,7,0,0,0,0,0,0,0,0,0,6,27,6,6,5,193,44,69,172,34,24,47,0,0,1500000US261635702002
484,5,0,0,0,0,0,0,0,0,0,0,0,7,13,8,91,36,35,214,28,47,0,0,0,1500000US261635702003
615,0,0,0,0,0,0,0,0,0,0,0,10,0,101,38,255,19,55,25,74,25,13,0,0,1500000US261635704001
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,51,19,47,24,16,0,0,1500000US261635704002
793,0,0,0,0,0,0,0,0,0,0,0,0,77,67,14,331,13,50,228,13,0,0,0,0,1500000US261635704003
831,0,0,0,0,0,0,0,0,0,0,11,74,82,80,20,195,67,32,163,25,69,13,0,0,1500000US261635704004
587,51,0,0,0,0,0,0,0,0,0,0,0,39,59,0,148,40,0,181,28,11,30,0,0,1500000US261635704005
614,48,0,0,0,0,0,0,0,0,0,0,0,21,12,0,156,45,52,144,101,27,8,0,0,1500000US261635705001
679,12,0,0,0,0,0,0,14,19,11,6,0,24,0,9,214,24,36,116,69,77,48,0,0,1500000US261635705002
577,18,0,0,0,0,0,0,0,8,0,0,0,10,1,26,235,48,54,126,45,0,0,6,0,1500000US261635705003
379,0,0,0,0,0,0,0,0,0,0,0,15,13,31,10,61,36,15,143,37,8,10,0,0,1500000US261635705004
526,21,0,0,0,0,0,0,0,0,0,0,1,0,26,19,166,26,52,92,36,76,11,0,0,1500000US261635706001
628,7,0,0,0,0,0,0,16,0,0,0,40,0,31,0,214,48,13,116,19,64,60,0,0,1500000US261635706002
397,0,0,0,0,0,0,0,0,0,53,0,10,16,13,36,158,6,38,29,32,6,0,0,0,1500000US261635708001
624,0,0,0,0,0,0,0,0,0,0,16,6,31,70,19,134,15,33,195,23,74,8,0,0,1500000US261635708002
773,11,0,0,0,0,0,0,0,0,8,6,17,27,52,13,226,25,55,239,23,39,32,0,0,1500000US261635708003
314,3,0,0,0,0,0,0,0,0,0,13,0,4,41,11,65,10,26,84,0,41,16,0,0,1500000US261635709001
487,0,0,0,0,0,0,0,0,0,0,0,3,3,79,20,188,14,37,60,45,30,8,0,0,1500000US261635709002
501,5,0,0,0,0,0,0,0,4,0,4,0,20,19,13,156,16,75,61,43,60,18,7,0,1500000US261635709003
406,24,0,0,4,0,0,0,0,0,0,0,22,9,32,16,140,7,11,62,67,12,0,0,0,1500000US261635710001
339,16,0,0,0,0,2,0,0,0,0,30,11,13,14,3,81,15,35,48,18,49,4,0,0,1500000US261635710002
296,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,130,26,19,29,6,46,0,0,12,1500000US261635710003
303,0,0,0,0,0,0,0,0,0,0,0,6,49,18,2,82,30,11,62,28,0,15,0,0,1500000US261635710004
601,42,0,0,0,0,0,29,0,8,0,17,0,0,8,16,80,18,56,93,53,173,8,0,0,1500000US261635715001
686,48,0,0,0,0,0,0,10,0,0,22,8,32,0,6,143,0,40,210,40,75,33,15,4,1500000US261635715002
563,14,0,0,0,0,0,0,12,9,0,9,21,0,0,17,156,16,15,37,37,157,25,37,1,1500000US261635715003
841,38,0,0,0,0,0,0,0,0,0,0,0,19,7,33,190,5,71,110,51,198,84,7,28,1500000US261635715004
1110,41,0,0,0,7,5,24,13,8,0,0,39,34,24,23,246,9,77,178,83,165,73,27,34,1500000US261635716001
620,56,0,0,0,0,0,0,0,0,0,0,11,0,24,31,120,19,37,114,84,88,36,0,0,1500000US261635717001
673,28,0,0,0,0,0,0,6,4,6,16,8,6,52,22,97,43,40,113,89,91,46,5,1,1500000US261635717002
479,6,0,0,0,12,0,0,0,0,0,0,0,0,6,29,215,8,12,109,24,30,28,0,0,1500000US261635718001
682,55,0,0,0,0,0,0,0,15,0,7,20,0,0,3,230,24,36,64,64,133,23,8,0,1500000US261635718002
745,23,0,0,0,0,0,0,0,21,0,0,0,8,38,0,210,0,81,86,71,95,103,0,9,1500000US261635718003
479,32,0,0,0,0,0,0,25,0,0,0,10,16,0,13,115,15,29,50,47,76,43,8,0,1500000US261635719001
541,0,0,0,0,0,0,0,0,46,0,0,9,25,0,17,184,10,49,111,24,35,12,19,0,1500000US261635719002
903,0,0,0,0,0,0,0,0,14,0,9,78,8,33,0,262,22,80,137,71,83,73,33,0,1500000US261635719003
860,34,0,0,0,0,5,0,0,0,0,0,22,3,19,25,268,28,53,147,81,104,46,25,0,1500000US261635720001
444,13,0,0,0,0,0,0,0,0,0,24,0,12,45,5,113,15,33,45,55,50,24,10,0,1500000US261635720002
1209,91,0,0,0,0,0,0,0,14,0,75,15,0,0,0,446,31,15,217,71,108,126,0,0,1500000US261635721001
858,12,0,0,0,0,0,0,18,0,0,13,30,17,18,0,390,15,21,105,88,85,26,20,0,1500000US261635721002
442,0,0,0,0,0,0,0,17,17,15,0,0,0,19,47,142,0,32,74,16,35,14,14,0,1500000US261635721003
634,0,0,0,0,0,0,0,0,34,0,0,0,16,19,0,130,0,0,269,57,109,0,0,0,1500000US261635721004
1004,0,0,0,0,0,0,0,49,12,0,20,0,0,15,43,345,29,113,189,62,73,54,0,0,1500000US261635721005
287,0,0,0,0,0,0,0,0,19,0,0,0,41,0,11,69,1,0,58,45,43,0,0,0,1500000US261635722001
815,24,0,0,0,31,0,0,0,0,0,0,31,15,0,0,270,7,106,40,19,252,20,0,0,1500000US261635722002
928,18,0,0,0,0,0,0,17,0,0,0,6,16,29,59,306,0,38,256,52,111,20,0,0,1500000US261635722003
1099,43,0,0,0,0,0,0,32,47,0,0,0,42,2,85,335,1,43,154,122,142,46,0,5,1500000US261635722004
1174,19,0,0,0,0,0,0,0,0,96,0,11,18,14,0,379,0,84,170,222,98,52,0,11,1500000US261635722005
533,0,0,13,0,14,0,0,0,0,0,0,0,40,0,8,80,0,6,87,78,139,64,4,0,1500000US261635724001
363,4,0,0,0,0,0,0,0,0,0,0,0,19,5,27,119,6,6,111,29,20,17,0,0,1500000US261635724002
635,0,0,0,0,0,0,0,6,0,9,8,0,19,12,17,235,40,51,110,58,61,1,0,8,1500000US261635725001
619,21,0,0,0,0,5,0,0,0,0,31,27,25,19,0,256,6,37,118,36,22,6,10,0,1500000US261635725002
609,5,0,0,0,0,0,0,0,0,0,0,16,0,15,30,256,62,50,86,28,31,30,0,0,1500000US261635726001
766,0,0,0,0,0,0,0,0,0,0,8,0,0,12,10,278,39,126,62,115,61,55,0,0,1500000US261635726002
452,32,0,0,0,0,0,0,0,0,0,28,0,0,0,0,170,12,0,53,81,13,0,63,0,1500000US261635726003
489,15,0,0,0,0,0,0,0,0,0,0,0,0,15,13,95,45,4,57,128,117,0,0,0,1500000US261635726004
936,34,8,0,0,0,0,0,0,0,0,61,0,56,0,20,303,11,76,129,113,71,54,0,0,1500000US261635726005
853,11,0,0,0,0,0,0,0,1,0,9,8,8,11,10,242,38,79,149,86,110,83,0,8,1500000US261635727001
928,0,0,0,0,0,0,0,0,0,0,32,0,8,0,16,420,21,66,93,186,57,20,9,0,1500000US261635727002
409,3,0,0,0,0,0,0,0,0,0,10,0,0,0,10,115,34,67,25,47,50,37,0,11,1500000US261635727003
899,8,0,0,0,0,0,0,0,0,0,8,40,0,0,0,265,42,82,150,122,156,26,0,0,1500000US261635727004
701,0,0,0,0,0,0,0,0,0,0,0,0,45,0,32,295,93,103,22,76,35,0,0,0,1500000US261635728001
813,0,0,0,0,0,0,0,0,44,34,0,72,18,0,0,362,0,16,112,16,58,81,0,0,1500000US261635728002
541,0,0,0,0,0,0,0,0,0,0,0,0,0,92,8,224,87,0,48,58,24,0,0,0,1500000US261635728003
499,32,0,0,0,0,0,0,0,0,0,0,0,60,17,23,157,16,42,32,73,32,15,0,0,1500000US261635728004
461,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,18,29,49,35,92,45,0,0,1500000US261635728005
545,17,0,0,0,0,0,0,0,0,0,0,0,25,7,21,83,22,96,59,113,84,18,0,0,1500000US261635728006
635,0,0,0,0,0,0,0,9,0,0,0,53,12,14,44,160,33,34,107,84,72,13,0,0,1500000US261635729001
451,6,0,0,0,0,0,0,6,0,0,5,27,0,0,0,188,6,115,33,34,31,0,0,0,1500000US261635729002
763,0,0,0,0,0,0,0,0,0,0,0,88,8,28,9,328,74,52,38,13,109,16,0,0,1500000US261635729003
863,17,0,0,0,0,0,0,0,0,0,6,11,27,0,57,199,17,97,89,53,174,63,36,17,1500000US261635730001
1048,29,0,0,0,0,6,0,1,5,20,21,22,14,0,24,294,12,35,165,41,218,72,49,20,1500000US261635730002
1444,25,0,0,0,0,0,0,0,8,0,1,46,10,0,50,269,0,54,213,126,340,235,38,29,1500000US261635731001
1252,15,0,0,0,0,0,0,0,0,0,0,19,10,0,40,182,27,74,154,106,319,210,27,69,1500000US261635731002
825,91,0,12,0,0,22,23,8,0,7,101,0,35,13,19,150,5,35,98,81,61,54,0,10,1500000US261635733001
1297,128,0,0,30,26,0,0,8,53,18,41,30,80,36,73,235,33,20,81,91,204,57,46,7,1500000US261635733002
330,22,0,0,0,0,9,0,11,7,17,7,17,0,19,0,75,13,27,67,10,29,0,0,0,1500000US261635734001
344,51,0,0,0,0,0,0,0,21,0,8,0,33,0,7,18,0,86,48,5,52,15,0,0,1500000US261635734002
757,8,0,0,0,0,0,0,0,47,0,13,12,0,32,12,238,5,20,230,32,51,47,10,0,1500000US261635734003
527,67,0,0,0,0,0,0,0,0,0,0,0,6,50,9,157,0,32,102,14,43,47,0,0,1500000US261635734004
1065,246,0,0,23,7,0,29,46,66,11,50,0,28,43,54,213,38,10,52,16,64,28,0,41,1500000US261635735001
914,233,0,0,0,0,9,0,0,85,29,26,39,35,18,25,112,13,30,94,81,59,26,0,0,1500000US261635735002
636,88,0,0,0,31,6,0,0,0,0,9,0,29,5,0,145,27,26,99,47,78,38,8,0,1500000US261635736001
557,44,0,0,0,0,0,8,10,15,0,0,10,31,0,15,135,19,17,67,72,79,22,13,0,1500000US261635736002
578,38,0,0,0,0,6,18,7,0,0,0,0,34,0,8,71,0,88,130,34,123,7,14,0,1500000US261635736003
480,63,0,0,0,0,9,8,0,15,0,10,0,0,41,14,119,13,8,57,26,82,15,0,0,1500000US261635736004
541,104,0,0,0,0,0,0,29,45,7,67,0,16,31,19,78,0,1,32,71,39,1,1,0,1500000US261635736005
